,K55 CNC,Machine_Type,Total_Dim_x,Sample_Taken,OK_Count,Yield%,Shift1_Sample_Taken,Shift1_DIM_Inspected,Shift1_OK_Count,Shift1_NG_Count,Shift1_NG_List,Shift2_Sample_Taken,Shift2_DIM_Inspected,Shift2_OK_Count,Shift2_NG_Count,Shift2_NG_List,Shift3_Sample_Taken,Shift3_DIM_Inspected,Shift3_OK_Count,Shift3_NG_Count,Shift3_NG_List
401,BM1L4C1F32,BU,33,15,0.0,0.0%,15,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,0
402,BM1L4C1F32,LR,16,13,0.0,0.0%,26,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,26.0,24.0,24.0,2.0,"('FAI0268',)"
403,BM1L4C1F32,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
404,BM1L4C1F33,BU,33,15,0.0,0.0%,15,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,0
405,BM1L4C1F33,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0
406,BM1L4C1F33,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
407,BM1L4C1F34,BU,33,30,29.0,96.7%,60,22.0,58.0,2.0,"('P66',)",0.0,0.0,0.0,0.0,0,30.0,0.0,0.0,0.0,0
408,BM1L4C1F34,LR,16,52,51.0,98.1%,104,24.0,102.0,2.0,"('FAI0276',)",0.0,0.0,0.0,0.0,0,26.0,0.0,0.0,0.0,0
409,BM1L4C1F34,RR,7,14,0.0,0.0%,28,8.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,14.0,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
410,BM1L4C1F35,BU,33,15,14.0,93.3%,15,11.0,14.0,1.0,"('P66',)",0.0,0.0,0.0,0.0,0,15.0,11.0,14.0,1.0,"('P66',)"
411,BM1L4C1F35,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0
412,BM1L4C1F35,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
413,BM1L4C1F36,BU,33,15,14.0,93.3%,15,11.0,14.0,1.0,"('P66',)",0.0,0.0,0.0,0.0,0,15.0,11.0,14.0,1.0,"('P66',)"
414,BM1L4C1F36,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0
415,BM1L4C1F36,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
416,BM1L4C1F37,BU,33,15,0.0,0.0%,15,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,0
417,BM1L4C1F37,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0
418,BM1L4C1F37,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
419,BM1L4C1F38,BU,33,15,0.0,0.0%,15,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
420,BM1L4C1F38,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
421,BM1L4C1F38,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
422,BM1L4C1F39,BU,33,15,0.0,0.0%,15,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
423,BM1L4C1F39,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
424,BM1L4C1F39,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
425,BM1L4C1F4,BU,33,15,0.0,0.0%,15,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,0
426,BM1L4C1F4,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0
427,BM1L4C1F4,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
428,BM1L4C1F43,BU,33,15,0.0,0.0%,15,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,0
429,BM1L4C1F43,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
430,BM1L4C1F43,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
431,BM1L4C1F44,BU,33,15,0.0,0.0%,15,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,0
432,BM1L4C1F44,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0
433,BM1L4C1F44,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
434,BM1L4C1F45,BU,33,34,32.0,94.1%,68,24.0,64.0,4.0,"('P66', 'P66')",30.0,22.0,28.0,2.0,"('P66',)",30.0,22.0,28.0,2.0,"('P66',)"
435,BM1L4C1F45,LR,16,26,0.0,0.0%,52,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,26.0,0.0,0.0,0.0,0
436,BM1L4C1F45,RR,7,14,0.0,0.0%,28,8.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",14.0,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",14.0,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
437,BM1L4C1F46,BU,33,15,0.0,0.0%,15,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
438,BM1L4C1F46,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
439,BM1L4C1F46,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
440,BM1L4C1F47,BU,33,15,0.0,0.0%,15,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
441,BM1L4C1F47,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
442,BM1L4C1F47,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
443,BM1L4C1F5,BU,33,30,27.0,90.0%,60,22.0,54.0,6.0,"('P64', 'FAI0358', 'FAI0367')",30.0,0.0,0.0,0.0,0,30.0,0.0,0.0,0.0,0
444,BM1L4C1F5,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0
445,BM1L4C1F5,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
446,BM1L4C1F6,BU,33,15,0.0,0.0%,15,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,0
447,BM1L4C1F6,LR,16,26,0.0,0.0%,52,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,26.0,0.0,0.0,0.0,0
448,BM1L4C1F6,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
449,BM1L4C1F7,BU,33,15,0.0,0.0%,30,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,30.0,22.0,28.0,2.0,"('P66',)"
450,BM1L4C1F7,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0
451,BM1L4C1F7,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
452,BM1L4C1F8,BU,33,15,0.0,0.0%,30,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,38.0,0.0,0.0,0.0,0
453,BM1L4C1F8,LR,16,13,0.0,0.0%,13,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0,13.0,0.0,0.0,0.0,0
454,BM1L4C1F8,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
455,BM1L4C1F9,BU,33,15,0.0,0.0%,15,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,0
456,BM1L4C1F9,LR,16,13,12.0,92.3%,26,24.0,24.0,2.0,"('M130_1',)",0.0,0.0,0.0,0.0,0,26.0,0.0,0.0,0.0,0
457,BM1L4C1F9,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
458,BM2L1C1F01,BU,33,51,0.0,0.0%,153,0.0,0.0,0.0,0,81.0,0.0,0.0,0.0,0,45.0,0.0,0.0,0.0,0
459,BM2L1C1F01,LR,16,43,42.0,97.7%,129,42.0,126.0,3.0,"('FAI0288',)",45.0,0.0,0.0,0.0,0,39.0,0.0,0.0,0.0,0
460,BM2L1C1F01,RR,7,21,0.0,0.0%,42,8.0,0.0,42.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",14.0,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",14.0,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
461,BM2L1C1F02,BU,33,76,72.0,94.7%,228,42.0,216.0,12.0,"('P63_2', 'P63_1', 'P63_3', 'P63_4')",81.0,0.0,0.0,0.0,0,45.0,0.0,0.0,0.0,0
462,BM2L1C1F02,LR,16,43,42.0,97.7%,129,42.0,126.0,3.0,"('M130_2',)",45.0,42.0,42.0,3.0,"('FAI0780',)",117.0,36.0,114.0,3.0,"('FAI0288',)"
463,BM2L1C1F02,RR,7,21,0.0,0.0%,42,8.0,0.0,42.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",14.0,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",14.0,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
464,BM2L1C1F03,BU,33,51,0.0,0.0%,102,0.0,0.0,0.0,0,54.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
465,BM2L1C1F03,LR,16,41,0.0,0.0%,82,0.0,0.0,0.0,0,30.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
466,BM2L1C1F03,RR,7,21,0.0,0.0%,42,8.0,0.0,42.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",14.0,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0
467,BM2L1C1F04,BU,33,80,78.0,97.5%,240,42.0,234.0,6.0,"('P63_3', 'P63_4')",171.0,0.0,0.0,0.0,0,90.0,0.0,0.0,0.0,0
468,BM2L1C1F04,LR,16,43,42.0,97.7%,129,42.0,126.0,3.0,"('M130_2',)",45.0,0.0,0.0,0.0,0,39.0,0.0,0.0,0.0,0
469,BM2L1C1F04,RR,7,21,0.0,0.0%,42,8.0,0.0,42.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",14.0,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",14.0,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
470,BM2L1C1F05,BU,33,42,0.0,0.0%,84,0.0,0.0,0.0,0,60.0,22.0,58.0,2.0,"('P66',)",84.0,0.0,0.0,0.0,0
471,BM2L1C1F05,LR,16,28,0.0,0.0%,84,0.0,0.0,0.0,0,39.0,0.0,0.0,0.0,0,123.0,42.0,117.0,6.0,"('FAI0288', 'FAI0288')"
472,BM2L1C1F05,RR,7,14,0.0,0.0%,42,12.0,0.0,42.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",21.0,12.0,0.0,21.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",84.0,12.0,0.0,84.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
473,BM2L1C1F06,BU,33,57,0.0,0.0%,114,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,90.0,0.0,0.0,0.0,0
474,BM2L1C1F06,LR,16,28,0.0,0.0%,56,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,104.0,24.0,102.0,2.0,"('FAI0780',)"
475,BM2L1C1F06,RR,7,14,0.0,0.0%,28,8.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,56.0,8.0,0.0,56.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
476,BM2L1C1F07,BU,33,42,0.0,0.0%,42,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
477,BM2L1C1F07,LR,16,28,0.0,0.0%,28,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
478,BM2L1C1F07,RR,7,14,0.0,0.0%,14,4.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
479,BM2L1C1F08,BU,33,51,50.0,98.0%,51,12.0,50.0,1.0,"('P66',)",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
480,BM2L1C1F08,LR,16,28,0.0,0.0%,28,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
481,BM2L1C1F08,RR,7,14,0.0,0.0%,14,4.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
482,BM2L1C1F09,BU,33,57,0.0,0.0%,171,0.0,0.0,0.0,0,45.0,0.0,0.0,0.0,0,135.0,0.0,0.0,0.0,0
483,BM2L1C1F09,LR,16,43,0.0,0.0%,129,0.0,0.0,0.0,0,39.0,0.0,0.0,0.0,0,156.0,0.0,0.0,0.0,0
484,BM2L1C1F09,RR,7,14,0.0,0.0%,28,8.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",14.0,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",28.0,8.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
485,BM2L1C1F10,BU,33,58,56.0,96.6%,116,28.0,112.0,4.0,"('P63_3', 'P63_4')",0.0,0.0,0.0,0.0,0,120.0,0.0,0.0,0.0,0
486,BM2L1C1F10,LR,16,30,27.0,90.0%,60,28.0,54.0,6.0,"('M130_2', 'FAI0276', 'FAI0780')",0.0,0.0,0.0,0.0,0,104.0,0.0,0.0,0.0,0
487,BM2L1C1F10,RR,7,7,0.0,0.0%,14,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,42.0,8.0,0.0,42.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
488,BM2L1C1F11,BU,33,30,0.0,0.0%,90,0.0,0.0,0.0,0,81.0,0.0,0.0,0.0,0,228.0,42.0,219.0,9.0,"('P63_2', 'P63_3', 'P63_4')"
489,BM2L1C1F11,LR,16,30,0.0,0.0%,90,0.0,0.0,0.0,0,63.0,42.0,60.0,3.0,"('FAI0288',)",84.0,42.0,81.0,3.0,"('M130_2',)"
490,BM2L1C1F11,RR,7,14,0.0,0.0%,28,8.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",14.0,8.0,0.0,14.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",28.0,8.0,0.0,28.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
491,BM2L1C1F12,BU,33,30,0.0,0.0%,60,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,62.0,28.0,58.0,4.0,"('P63_3', 'P63_4')"
492,BM2L1C1F12,LR,16,15,0.0,0.0%,30,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,56.0,28.0,54.0,2.0,"('FAI0780',)"
493,BM2L1C1F12,RR,7,7,0.0,0.0%,7,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",0.0,0.0,0.0,0.0,0,7.0,4.0,0.0,7.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
494,BM2L1C1F13,BU,33,100,0.0,0.0%,300,0.0,0.0,0.0,0,183.0,42.0,177.0,6.0,"('P66', 'P63_2')",228.0,42.0,222.0,6.0,"('P63_3', 'P63_4')"
495,BM2L1C1F13,LR,16,43,42.0,97.7%,86,28.0,84.0,2.0,"('M130_2',)",86.0,28.0,84.0,2.0,"('M130_2',)",108.0,28.0,106.0,2.0,"('M130_2',)"
496,BM2L1C1F13,RR,7,21,0.0,0.0%,63,12.0,0.0,63.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",42.0,12.0,0.0,42.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')",84.0,12.0,0.0,84.0,"('FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241', 'FAI0248', 'M38_1', 'M38_2', 'M38_3', 'M38_4', 'FAI0243', 'FAI0241')"
497,BM2L1C1F14,BU,33,27,0.0,0.0%,54,0.0,0.0,0.0,0,54.0,0.0,0.0,0.0,0,90.0,0.0,0.0,0.0,0
498,BM2L1C1F14,LR,16,15,0.0,0.0%,30,0.0,0.0,0.0,0,30.0,0.0,0.0,0.0,0,78.0,24.0,76.0,2.0,"('FAI0780',)"
